,Title,Year,imdbID,Type,Poster
362,Top 10 Pokemon That Can Talk!,2017,tt15223364,movie,N/A
363,Pokemon Timeline Explained (Team Rocket),2018,tt15227212,movie,N/A
364,Pokemon Timeline Explained (Ancient Civilizations),2020,tt15227220,movie,N/A
365,Every Pokemon Revealed Before Their Generation!,2021,tt15227248,movie,N/A
366,107 Facts About the 107 Sinnoh Pokemon!,2021,tt15227250,movie,N/A
367,135 Facts About the 135 Hoenn Pokemon!,2021,tt15227252,movie,N/A
368,25 Facts for Every Year of Pokemon!,2021,tt15227258,movie,N/A
369,100 Facts About the 100 Johto Pokemon!,2021,tt15227260,movie,N/A
370,151 Facts About the Original 151 Pokemon!,2020,tt15227264,movie,N/A
371,Pokemon Plush Journey,2016–2018,tt15279858,series,https://m.media-amazon.com/images/M/MV5BYjFhMWU5ZTMtMGRlMS00ZTA2LWFjYzUtYTg3ZTcxNjkzNDhkXkEyXkFqcGdeQXVyMTAzNDMwMzk4._V1_SX300.jpg
372,The Pokemon Horror Movie You Need to See,2017,tt10719824,movie,N/A
373,"Pokémon, the Climax",2006,tt10783630,movie,N/A
374,Pokémon Writers Room,2016,tt10820128,movie,N/A
375,Pokémon Mystery Dungeon: Let's Go! Stormy Adventure Squad,2009,tt9798716,game,https://m.media-amazon.com/images/M/MV5BOTMxNWZjMmMtNzJlNy00YzU0LTkwMzgtOGU4M2Q1M2RjMjlhXkEyXkFqcGdeQXVyMjMxOTcxOTI@._V1_SX300.jpg
376,Pokémon Rumble World,2015,tt9847900,game,https://m.media-amazon.com/images/M/MV5BOGQzODQ1NTctM2ZhOS00M2VmLWJmOTQtMDdiOGJjNTBhOGUwXkEyXkFqcGdeQXVyMjMxOTcxOTI@._V1_SX300.jpg
377,Pokémon: The Two Professors,2018–,tt9053074,series,https://m.media-amazon.com/images/M/MV5BZDg0MGEyMDUtNTIxMC00NjRiLWEyYjUtNGRjZjI3ODExZTZiXkEyXkFqcGdeQXVyMjAzMjQ4NDc@._V1_SX300.jpg
378,Clip: roblox pokemon brick bronze (funny moments),2017–,tt9372392,series,https://m.media-amazon.com/images/M/MV5BODU3NjgyZmQtNGJmYy00ODRmLWIwYjYtNDMxOWRmOTU0NzBhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
379,Pokemon Abridged,2011–2015,tt10050472,series,N/A
380,A Pokémon Journey with Kunihiko Yuyama,2018,tt10265754,movie,N/A
381,Occupying Wall Street for Pokémon,2011,tt10310534,movie,https://m.media-amazon.com/images/M/MV5BNGJmNmQ3ZDItMTM5Mi00Zjg5LWIwYzItZTk5YjcwMzQ4YmM2XkEyXkFqcGdeQXVyNjc1NDY3NzU@._V1_SX300.jpg
382,Pokemon Plush Land,2019–,tt11608878,series,https://m.media-amazon.com/images/M/MV5BODA0N2ZhZTMtZjNlMC00OGQ0LTgyYjEtMzVmYjJiZTk5ZTg3XkEyXkFqcGdeQXVyMTEzODQxNzQ1._V1_SX300.jpg
383,10 Pokemon Who Probably Voted for Trump,2019,tt11723106,movie,N/A
384,Blind Wave: Pokémon Generations Reaction,2016–2019,tt11839938,series,https://m.media-amazon.com/images/M/MV5BNjZlN2NmYjItM2NlYS00NTU3LTgwMTQtMjRmMmY1MGUwZWI0XkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg
385,Pokemon Uranium Nuzlocke,2019,tt11840066,series,https://m.media-amazon.com/images/M/MV5BMTI0NDJmZGMtNGVkNS00MTA0LTljMGEtZDlhMmZiN2Y4Y2FlXkEyXkFqcGdeQXVyMTA5OTIxOTc2._V1_SX300.jpg
386,Pokemon Snakewood,2015,tt11866010,series,N/A
387,Pokémon World Championships 2010,2011,tt11974732,series,N/A
388,Pokémon Ratchet Version,2017–2018,tt12290804,series,N/A
389,Pokemon Sword Playthrough with Brick Show Brian,2019–2020,tt12930786,series,N/A
390,Pokemon Let's Go Eevee Playthrough with Mojo Matt,2018,tt12938372,series,N/A
391,Pokemon Quest Gameplay,2018,tt12938382,series,N/A
392,A Pokemon in the Maryland Wastelands,2020,tt12992878,movie,https://m.media-amazon.com/images/M/MV5BYzQwYjhiMjQtMDIxYS00MTFmLWI3MDgtZDE4YjM0OTEwOGRmXkEyXkFqcGdeQXVyNjE0NTgzMTc@._V1_SX300.jpg
393,Clip: Pokemon Let's Go Pikachu Gameplay - Zebra Gamer,2019,tt13238324,series,N/A
394,Clip: Pokemon Shield Gameplay - Zebra Gamer,2019–2020,tt13242922,series,N/A
395,Schnapp Sie Dir Alle - Das Pokémon-Phänomen,2000,tt13504706,movie,https://m.media-amazon.com/images/M/MV5BZjE3ZmI0ZTEtNzNjNi00MDZiLWJiMmMtM2ViZDc2NDVmZGRiXkEyXkFqcGdeQXVyMTIyODE4Mjk0._V1_SX300.jpg
396,Pokémon GO in LEGO,2016,tt13712908,movie,N/A
397,Pokemon sumasshu!,2010–,tt18973926,series,N/A
398,Pokémon no uchi atsumaru?,2015–,tt18974034,series,N/A
399,Shukan Pokémon hosokyoku,2002–,tt18974060,series,N/A
400,Pokemon sande,2004–,tt18974104,series,N/A
401,Pokemon Destruction,2020,tt15715522,series,N/A
402,Oshiri o satsueishichau Touhoku Kiritan no Pokemon sunappu,2021,tt16438832,series,N/A
403,Pokemon: Detective Pikachu (2019),2019,tt17978382,movie,N/A
404,Untitled Pokèmon Videogame,2022,tt13801662,game,N/A
405,Pokemon Figures Show,2014–2015,tt13912012,series,N/A
406,Pokémon Sweets Paradise,2022,tt20880694,series,N/A
407,Every Pokemon Episode Ever Podcast,2020–,tt21822716,series,N/A
408,2011 Pokémon World Championships,2011–,tt22178484,series,N/A
409,Pokémon Learning League,2006–,tt22876452,series,https://m.media-amazon.com/images/M/MV5BNjhjYmY4Y2QtNzE3My00MWNkLWI3MjktM2Q2OGRlMjE3OTgzXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_SX300.jpg
410,Pokemon Forumet and the Strike of Shadow,2009–2013,tt28769790,series,N/A
411,Poketto monsuta: Okido-hakase no Pokémon koza tokubetsu hen,1998,tt29513234,movie,N/A
412,Pokemon: The Horror Movie,2018,tt28327200,movie,N/A
413,Pokémon World Championships 2023,2023,tt30007639,movie,N/A
414,"Pokémon: Hikari, aratanaru tabidachi!",2011,tt30631621,movie,https://m.media-amazon.com/images/M/MV5BNjNiYzgwYzAtYzg5Yy00Y2M3LWI3NzItZWM0M2ZhNmI0NmI0XkEyXkFqcGc@._V1_SX300.jpg
415,Cube-Shaped Pokemon on Cubie Island?,2023,tt30970056,series,N/A
416,Pokemon Shorts,2016–2021,tt30971131,series,N/A
417,Discover Pokemon Together,2023,tt30971210,series,N/A
418,Pokemon Mystery Dungeon: Gates to Infinity Animation Special,2012,tt30971381,series,N/A
419,Pokemon to doko iku!?,2022–,tt31433824,series,https://m.media-amazon.com/images/M/MV5BMWI3MWYxMmQtMDY0Ny00YWI5LTkxOTktMDQ2NjZmZDRiYmIzXkEyXkFqcGc@._V1_SX300.jpg
420,Pokemon Daiundoukai,2020,tt31721998,movie,https://m.media-amazon.com/images/M/MV5BNzY4YjA0MmMtMGUzMi00MzdhLTgxYTItY2I4ZWM5ZjgwMmQ5XkEyXkFqcGdeQXVyMTI2NTM4NjM1._V1_SX300.jpg
421,Pokémon Ghosthunt,2016,tt32065785,movie,https://m.media-amazon.com/images/M/MV5BMDI2ZDkwNjctOGVjZC00YThmLWE1MDctMDIyYWYxODUzMmI3XkEyXkFqcGc@._V1_SX300.jpg
422,Pokémon Championship,2022–,tt32368810,series,https://m.media-amazon.com/images/M/MV5BNjQ2MDMyYjEtNWQ1Yi00Yzc0LThjZTUtMTk0MjMyNWFjZGE1XkEyXkFqcGc@._V1_SX300.jpg
423,Pokémon GO! Gone Wrong,2016,tt32919857,movie,https://m.media-amazon.com/images/M/MV5BNWVmMDFlYjQtZmRiMS00Y2YxLWIwNGYtOTU1NmQ3ODk3MDcyXkEyXkFqcGc@._V1_SX300.jpg
424,Pokémon Extreme,2008,tt32946317,movie,N/A
425,Blazing Cards: Hottest Pokemon Takes,2024–,tt33253178,series,N/A
426,Pokémon World Championships,2004–,tt33350497,series,N/A
427,Pokemon Beyond the Pokedex,2023–,tt33350589,series,N/A
428,The Story of Pokemon,2024,tt33364904,movie,https://m.media-amazon.com/images/M/MV5BNjdmYmRmOGEtNTRhNS00NmRhLWExZTgtZmZmNjU5YTIxMzVlXkEyXkFqcGc@._V1_SX300.jpg
429,2024 Pokémon World Championships,2024,tt33487475,movie,https://m.media-amazon.com/images/M/MV5BMjZlYTU0MTQtZjRjZi00ZGRjLWE1NDAtNTU2Njg3YjUwODdhXkEyXkFqcGc@._V1_SX300.jpg
430,Pokémon Team!,2024–,tt33490804,series,https://m.media-amazon.com/images/M/MV5BM2E1NTc5YWYtN2YwOC00ZTYyLWJiZjAtNWQ5MWRkZjdhZjIyXkEyXkFqcGc@._V1_SX300.jpg
431,Expectativa de Pokémon GO,2016,tt34140752,movie,N/A
432,Pokémon na Vida Real - Smosh,2023–2024,tt34366541,series,https://m.media-amazon.com/images/M/MV5BN2E5M2MxMGItNjkzZi00ZjU3LWE0ZmEtOTkwZmJmNmViZmMxXkEyXkFqcGc@._V1_SX300.jpg
433,Pokémon the Series: Ruby and Sapphire,2002–2006,tt35064748,series,https://m.media-amazon.com/images/M/MV5BNzQ0YzMwMTctMmY5OS00OTM0LTg0MmItYWRkY2Q3YjQxMmJkXkEyXkFqcGc@._V1_SX300.jpg
434,Pokémon: Adventures in the Orange Islands,1999–2000,tt35300424,series,https://m.media-amazon.com/images/M/MV5BNTBiOGQ3ODUtZDJlMS00YzI1LTlmOWYtZmQzOTc5Nzc3ZGMzXkEyXkFqcGc@._V1_SX300.jpg
435,Road to Worlds: Pokemon Video Game Championships,2025,tt36067745,series,https://m.media-amazon.com/images/M/MV5BMmMyNmRkMWMtNDVjOS00ZjNjLTkxZGMtNmZkMzIyNGFiMTY3XkEyXkFqcGc@._V1_SX300.jpg
436,Pokemon Twinkie Version (Pokemon Fan Film),2019,tt36415334,movie,https://m.media-amazon.com/images/M/MV5BNTZiZmVjODYtMjdlZi00YWI0LWJiYjItZTFlNDMwMGIzMzZhXkEyXkFqcGc@._V1_SX300.jpg
